"additionalInfo/Accessibility/0/Assistive hearing loop","additionalInfo/Accessibility/0/Wheelchair accessible entrance","additionalInfo/Accessibility/0/Wheelchair accessible parking lot","additionalInfo/Accessibility/0/Wheelchair accessible restroom","additionalInfo/Accessibility/0/Wheelchair accessible seating","additionalInfo/Accessibility/1/Wheelchair accessible entrance","additionalInfo/Accessibility/1/Wheelchair accessible parking lot","additionalInfo/Accessibility/1/Wheelchair accessible restroom","additionalInfo/Accessibility/1/Wheelchair accessible seating","additionalInfo/Accessibility/2/Wheelchair accessible parking lot","additionalInfo/Accessibility/2/Wheelchair accessible restroom","additionalInfo/Accessibility/2/Wheelchair accessible seating","additionalInfo/Accessibility/3/Wheelchair accessible restroom","additionalInfo/Accessibility/3/Wheelchair accessible seating","additionalInfo/Accessibility/4/Wheelchair accessible seating","additionalInfo/Amenities/0/Gender-neutral restroom","additionalInfo/Amenities/0/Restroom","additionalInfo/Amenities/0/Wi-Fi","additionalInfo/Amenities/1/Paid Wi-Fi","additionalInfo/Amenities/1/Restroom","additionalInfo/Amenities/1/Wi-Fi","additionalInfo/Amenities/2/Free Wi-Fi","additionalInfo/Amenities/2/Wi-Fi","additionalInfo/Amenities/3/Free Wi-Fi","additionalInfo/Children/0/Good for kids","additionalInfo/Crowd/0/LGBTQ+ friendly","additionalInfo/From the business/0/Identifies as women-owned","additionalInfo/Offerings/0/Organic products","additionalInfo/Offerings/0/Small plates","additionalInfo/Offerings/1/Prepared foods","additionalInfo/Offerings/2/Salad bar","additionalInfo/Parking/0/Free street parking","additionalInfo/Payments/0/Cash-only","additionalInfo/Payments/0/Checks","additionalInfo/Payments/0/Credit cards","additionalInfo/Payments/0/Debit cards","additionalInfo/Payments/0/Google Pay","additionalInfo/Payments/0/NFC mobile payments","additionalInfo/Payments/1/Checks","additionalInfo/Payments/1/Credit cards","additionalInfo/Payments/1/Debit cards","additionalInfo/Payments/1/Google Pay","additionalInfo/Payments/1/NFC mobile payments","additionalInfo/Payments/2/Credit cards","additionalInfo/Payments/2/Debit cards","additionalInfo/Payments/2/Google Pay","additionalInfo/Payments/2/NFC mobile payments","additionalInfo/Payments/3/Credit cards","additionalInfo/Payments/3/Debit cards","additionalInfo/Payments/3/Google Pay","additionalInfo/Payments/3/NFC mobile payments","additionalInfo/Payments/4/Credit cards","additionalInfo/Payments/4/Google Pay","additionalInfo/Payments/4/NFC mobile payments","additionalInfo/Payments/5/Credit cards","additionalInfo/Payments/5/NFC mobile payments","additionalInfo/Payments/6/Credit cards","additionalInfo/Recycling/0/Batteries","additionalInfo/Recycling/0/Plastic bags","additionalInfo/Service options/0/Curbside pickup","additionalInfo/Service options/0/Delivery","additionalInfo/Service options/0/In-store shopping","additionalInfo/Service options/0/No-contact delivery","additionalInfo/Service options/0/Takeout","additionalInfo/Service options/1/Delivery","additionalInfo/Service options/1/Dine-in","additionalInfo/Service options/1/In-store pickup","additionalInfo/Service options/1/In-store shopping","additionalInfo/Service options/1/No-contact delivery","additionalInfo/Service options/1/Onsite services","additionalInfo/Service options/1/Same-day delivery","additionalInfo/Service options/2/Delivery","additionalInfo/Service options/2/In-store pickup","additionalInfo/Service options/2/In-store shopping","additionalInfo/Service options/2/Onsite services","additionalInfo/Service options/2/Same-day delivery","additionalInfo/Service options/2/Takeout","additionalInfo/Service options/3/In-store pickup","additionalInfo/Service options/3/In-store shopping","additionalInfo/Service options/3/Onsite services","additionalInfo/Service options/3/Same-day delivery","additionalInfo/Service options/4/In-store shopping","additionalInfo/Service options/4/Onsite services","additionalInfo/Service options/4/Same-day delivery","additionalInfo/Service options/5/Onsite services","additionalInfo/Service options/5/Same-day delivery","additionalInfo/Service options/6/Same-day delivery","address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categoryName","cid","city","claimThisBusiness","countryCode","description","fid","googleFoodUrl","imageUrl","imagesCount","isAdvertisement","locatedIn","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","placeId","postalCode","price","rank","reserveTableUrl","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,"true",,,,,"true",,,,"true","true",,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"Shop no.1, Jawahar Building, Saat Rasta, Kasturba Quarters, Mahalakshmi, Mumbai, Maharashtra 400011, India","Supermarket","Grocery delivery service","Indian grocery store",,,,,,,,"Supermarket","5807499490144052059","Mumbai","false","IN",,"0x3be7cfe8becc616f:0x509862044f4c635b",,"https://lh5.googleusercontent.com/p/AF1QipNnPdhL74cJCAlx4tCbYmQ91sAxcJDYhKawMhl0=w408-h544-k-no","4","false",,"18.9813259","72.8272888","Kasturba Quarters, Mahalakshmi","Monday","9 AM to 9:30 PM","Tuesday","9 AM to 9:30 PM","Wednesday","9 AM to 9:30 PM","Thursday","9 AM to 9:30 PM","Friday","9 AM to 9:30 PM","Saturday","9 AM to 9:30 PM","Sunday","9 AM to 9:30 PM","false",,,"ChIJb2HMvujP5zsRW2NMTwRimFA","400011",,"6",,"27",,,,,,"2024-09-22T16:37:15.333Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en","grocery","Maharashtra","Shop no.1, Jawahar Building, Saat Rasta","वेल फ्रेश","false","WELL FRESH","4.3","https://www.google.com/maps/search/?api=1&query=WELL%20FRESH&query_place_id=ChIJb2HMvujP5zsRW2NMTwRimFA",
,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,"true",,"true",,,,,,,,"true",,,,,,,"true",,,,"true",,,,"2nd Floor, Atria-The Millennium Mall, Dr Annie Besant Rd, near 7 Eleven, Lotus Colony, Worli, Mumbai, Maharashtra 400018, India","Hypermarket","FMCG goods wholesaler","Grocery delivery service","Indian grocery store","Shopping mall",,,,,,"Hypermarket","7664475842332291706","Mumbai","false","IN",,"0x3be7cf9191314a85:0x6a5db02ba3c7727a",,"https://lh5.googleusercontent.com/p/AF1QipNtuIrS_mdHd2fm4a_cqBCaWlMmnv3s_90DOOUU=w408-h306-k-no","87","false",,"18.9912799","72.8146863","Lotus Colony, Worli","Monday","10 AM to 11 PM","Tuesday","10 AM to 11 PM","Wednesday","10 AM to 11 PM","Thursday","10 AM to 11 PM","Friday","10 AM to 11 PM","Saturday","10 AM to 11 PM","Sunday","10 AM to 11 PM","false","+91 1800 891 0001",,"ChIJhUoxkZHP5zsRenLHoyuwXWo","400018",,"3",,"55",,,,,,"2024-09-22T16:37:15.483Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","2nd Floor, Atria-The Millennium Mall, Dr Annie Besant Rd, near 7 Eleven","रिलायंस स्मार्ट बाज़ार","false","Reliance SMART Bazaar","3.8","https://www.google.com/maps/search/?api=1&query=Reliance%20SMART%20Bazaar&query_place_id=ChIJhUoxkZHP5zsRenLHoyuwXWo","https://stores.reliancesmartbazaar.com/reliance-smart-bazaar-shopping-outlet-worli-mumbai-283608/Home?utm_source=locator&utm_medium=googleplaces"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ground Floor, B, Nepean Sea Rd, Hyderabad Estate, Malabar Hill, Mumbai, Maharashtra 400006, India","Indian grocery store",,,,,,,,,,"Indian grocery store","16375274051687168797","Mumbai","true","IN",,"0x3be7cd00747165bd:0xe340a8fd767c3b1d",,"https://lh5.googleusercontent.com/p/AF1QipOdhEblpxLa3oKoBrBTJEGCvnlv3sAb4VqEvzJH=w408-h544-k-no","4","false",,"18.9566281","72.8004595","Hyderabad Estate, Malabar Hill",,,,,,,,,,,,,,,"false",,,"ChIJvWVxdADN5zsRHTt8dv2oQOM","400006",,"5",,"1",,,,,,"2024-09-22T16:37:15.439Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","Ground Floor, B, Nepean Sea Rd","ऑल नीड्स ग्रोसेरी स्टोर","false","All Needs Grocery Store","5","https://www.google.com/maps/search/?api=1&query=All%20Needs%20Grocery%20Store&query_place_id=ChIJvWVxdADN5zsRHTt8dv2oQOM",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"XRJG+PGR, Dhobi Ghat, Shanti Nagar, Agripada, Mumbai, Maharashtra 400011, India","Grocery store",,,,,,,,,,"Grocery store","5155472600200812961","Mumbai","true","IN",,"0x3be7cf30488f0fcf:0x478beb03d83a99a1",,"https://lh5.googleusercontent.com/p/AF1QipNhAVeXfew3DcNCjTiiYMh74AqvpTY7qJprGvhk=w408-h306-k-no","2","false",,"18.9818651","72.8262662","Dhobi Ghat, Shanti Nagar, Agripada",,,,,,,,,,,,,,,"false",,,"ChIJzw-PSDDP5zsRoZk62APri0c","400011",,"8",,"1",,,,,,"2024-09-22T16:37:15.333Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en","grocery","Maharashtra","XRJG+PGR","सात रस्ता मार्केट","false","Saat Rasta Market","4","https://www.google.com/maps/search/?api=1&query=Saat%20Rasta%20Market&query_place_id=ChIJzw-PSDDP5zsRoZk62APri0c",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,"true",,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,,,"true",,,,,,,,,,,,"shop no. 3, Shiv krupa stores, B wing, Balkrishna Nakashe Marg, Janata Nagar, Tardeo, Mumbai, Maharashtra 400034, India","Grocery store",,,,,,,,,,"Grocery store","12601695435270886420","Mumbai","false","IN",,"0x3be7cfcbabc7b76f:0xaee2373b52fb9414",,"https://lh5.googleusercontent.com/p/AF1QipMDjYNerzNNzahG9HuoDFrgsOK_u1OXy9WX_Pdk=w408-h749-k-no","4","false",,"18.97235","72.8131217","Janata Nagar, Tardeo","Monday","8 AM to 9 PM","Tuesday","8 AM to 9 PM","Wednesday","8 AM to 9 PM","Thursday","8 AM to 9 PM","Friday","8 AM to 9 PM","Saturday","8 AM to 9 PM","Sunday","8 AM to 9 PM","false","+91 98929 74410","+919892974410","ChIJb7fHq8vP5zsRFJT7Ujs34q4","400034",,"6",,"15",,,,,,"2024-09-22T16:37:15.439Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","shop no. 3, Shiv krupa stores, B wing, Balkrishna Nakashe Marg","श्री शिव कृपा स्टोर्स (सुपरमार्केट)","false","Shri Shiv krupa Stores (Supermarket)","4.9","https://www.google.com/maps/search/?api=1&query=Shri%20Shiv%20krupa%20Stores%20(Supermarket)&query_place_id=ChIJb7fHq8vP5zsRFJT7Ujs34q4","https://www.instagram.com/shiv_krupa_store?igsh=N2w0MmlxamxsNGQ1"
,"false",,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true","true",,,,,,,,,,"true",,,,,"true",,"true",,,,,,,,"true",,,,,,,,"true",,,,,,,"Shop No.1&2, Ground floor, Balakrishna R. Gawde Market, GM Bhosale Marg, B Wing, Worli, Mumbai, Maharashtra 400018, India","Grocery store",,,,,,,,,,"Grocery store","12337791956417016344","Mumbai","false","IN",,"0x3be7ce9104c18ad7:0xab38a46a7ae87218",,"https://lh5.googleusercontent.com/p/AF1QipM8VhZxWifAN0lBKtH5dISg96-abGMzILGILg46=w408-h306-k-no","4","false",,"19.000129","72.8173409","B Wing, BDD Chawls Worli, Worli","Monday","9 AM to 10 PM","Tuesday","9 AM to 10 PM","Wednesday","9 AM to 10 PM","Thursday","9 AM to 10 PM","Friday","9 AM to 10 PM","Saturday","9 AM to 10 PM","Sunday","9 AM to 10 PM","false","+91 98675 95822","+919867595822","ChIJ14rBBJHO5zsRGHLoemqkOKs","400018",,"4",,"858",,,,,,"2024-09-22T16:37:15.483Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","Shop No.1&2, Ground floor, Balakrishna R. Gawde Market, GM Bhosale Marg","आस्वाद सुपर मार्केट","false","Aaswad Super Market","4","https://www.google.com/maps/search/?api=1&query=Aaswad%20Super%20Market&query_place_id=ChIJ14rBBJHO5zsRGHLoemqkOKs",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Badlu Rangari Ln, Ashadham Colony, street, Mumbai, Maharashtra 400008, India","Indian grocery store","General store",,,,,,,,,"Indian grocery store","14253553081178617159","Mumbai","false","IN",,"0x3be7cf46c7f7356b:0xc5cecb023ed37547",,"https://lh5.googleusercontent.com/p/AF1QipP3xF6ucKeetbZSW88ZMACcmmetclca_l53-uSG=w427-h240-k-no","4","false",,"18.9726212","72.8288189","Ashadham Colony, street","Monday","6 AM to 11:30 PM","Tuesday","6 AM to 11:30 PM","Wednesday","6 AM to 11:30 PM","Thursday","6 AM to 11:30 PM","Friday","6 AM to 11:30 PM","Saturday","6 AM to 11:30 PM","Sunday","6 AM to 11:30 PM","false","+91 75065 87078","+917506587078","ChIJazX3x0bP5zsRR3XTPgLLzsU","400008",,"3",,"16",,,,,,"2024-09-22T16:37:15.593Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","Badlu Rangari Ln","पटेल डेअरी आणि जनरल स्टोर","false","Patel Dairy And General Store","4.4","https://www.google.com/maps/search/?api=1&query=Patel%20Dairy%20And%20General%20Store&query_place_id=ChIJazX3x0bP5zsRR3XTPgLLzsU",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"XR57+MCJ, Gamdevi Rd, Gamdevi, Mumbai, Maharashtra 400007, India","Supermarket","Department store",,,,,,,,,"Supermarket","8290409276157713155","Mumbai","true","IN",,"0x3be7ce0dcf9a2fe3:0x730d734febfbdb03",,"https://lh5.googleusercontent.com/p/AF1QipOf82PLFnLDY5OVAbnpCrVuwUwWwOkd7OPCWJmk=w426-h240-k-no","4","false",,"18.9592211","72.8135311","Gamdevi","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 9 PM","false","+91 22 2381 3657","+912223813657","ChIJ4y-azw3O5zsRA9v7609zDXM","400007",,"7",,"24",,,,,,"2024-09-22T16:37:15.439Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","XR57+MCJ, Gamdevi Rd","विष्णु सुपर मार्केट","false","Visha Super Market","3.8","https://www.google.com/maps/search/?api=1&query=Visha%20Super%20Market&query_place_id=ChIJ4y-azw3O5zsRA9v7609zDXM",
,"false",,,,,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,,"true",,,,,,,"true",,,,,,,"Fancy Market, Morland Rd, 400011, Agripada, Mumbai, Maharashtra 400011, India","Indian grocery store",,,,,,,,,,"Indian grocery store","16480238341450715458","Mumbai","false","IN",,"0x3be7ce683f04bde7:0xe4b591749bf15142",,"https://lh5.googleusercontent.com/p/AF1QipNcYHWXWk-VmebmYsB5RumEFTRZ2np4H1Ag6rF-=w426-h240-k-no","4","false",,"18.9751271","72.8265952","Agripada","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 9 PM","false","+91 70214 90319","+917021490319","ChIJ570EP2jO5zsRQlHxm3SRteQ","400011",,"9",,"28",,,,,,"2024-09-22T16:37:15.334Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en","grocery","Maharashtra","Fancy Market, Morland Rd, 400011","कोहिनूर मसाला आणि किराणा स्टोअर","false","Kohinoor Masala & Kirana Store","4.6","https://www.google.com/maps/search/?api=1&query=Kohinoor%20Masala%20%26%20Kirana%20Store&query_place_id=ChIJ570EP2jO5zsRQlHxm3SRteQ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,"M Sangi Marg, near Nehru Planetarium, Mariamma Nagar, Worli, Mumbai, Maharashtra 400018, India","Grocery store",,,,,,,,,,"Grocery store","7414348684977147068","Mumbai","false","IN",,"0x3be7ce888001322f:0x66e50ed898f28cbc",,"https://lh5.googleusercontent.com/p/AF1QipPkUA56vVK2c5xE2v6qvjZG-VqXYN_z-Vu5xG-D=w408-h883-k-no","2","false",,"18.9901285","72.8161316","Mariamma Nagar, Worli","Monday","8 AM to 11 PM","Tuesday","8 AM to 11 PM","Wednesday","8 AM to 11 PM","Thursday","8 AM to 11 PM","Friday","8 AM to 11 PM","Saturday","8 AM to 11 PM","Sunday","8 AM to 11 PM","false","+91 97686 18892","+919768618892","ChIJLzIBgIjO5zsRvIzymNgO5WY","400018",,"5",,"1",,,,,,"2024-09-22T16:37:15.483Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","M Sangi Marg, near Nehru Planetarium","घनश्याम किरण स्टोर","false","Ghanshyam Kirana Store","5","https://www.google.com/maps/search/?api=1&query=Ghanshyam%20Kirana%20Store&query_place_id=ChIJLzIBgIjO5zsRvIzymNgO5WY",
,"true",,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,,"true","true",,,,,,,,,,,,,,,"true",,"true",,,,,,,,"true",,,,,,"true",,,,"true",,,"true",,"Barodawala Mansion, Dr. Annie Besant Road Maya Nagar, Siddarth Nagar, Before, next to ICICI Bank, Worli Naka, Landmark, Worli, Mumbai, Maharashtra 400018, India","Grocery store",,,,,,,,,,"Grocery store","687216830325339096","Mumbai","false","IN",,"0x3be7ce8f8828c121:0x9897c10ef3633d8",,"https://lh5.googleusercontent.com/p/AF1QipOn52SMKSOaFHXJzFtHS064pGhnpFJ3sQoinQm3=w408-h544-k-no","310","false",,"18.9958833","72.8157879","Worli Naka, Landmark, Siddharth Nagar, Worli","Monday","8 AM to 10 PM","Tuesday","8 AM to 10 PM","Wednesday","8 AM to 10 PM","Thursday","8 AM to 10 PM","Friday","8 AM to 10 PM","Saturday","8 AM to 10 PM","Sunday","8 AM to 10 PM","false","+91 88800 77745","+918880077745","ChIJIcEoiI_O5zsR2DM27xB8iQk","400018",,"6",,"847",,,,,,"2024-09-22T16:37:15.483Z","https://www.google.com/maps/search/grocery/@18.99726247023725,72.81271501915576,16z?hl=en","grocery","Maharashtra","Barodawala Mansion, Dr. Annie Besant Road Maya Nagar, Siddarth Nagar, Before, next to ICICI Bank","नेचर्स बास्केट","false","Nature's Basket","4.2","https://www.google.com/maps/search/?api=1&query=Nature's%20Basket&query_place_id=ChIJIcEoiI_O5zsR2DM27xB8iQk","http://www.naturesbasket.co.in/"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saat Rasta, Agripada, Mumbai, Maharashtra 400011, India","Indian grocery store",,,,,,,,,,"Indian grocery store","2141190445349117038","Mumbai","false","IN",,"0x3be7cf6c3f7e6b4f:0x1db7095d937e9c6e",,"https://lh5.googleusercontent.com/p/AF1QipPLgD6ZcX78yjZND9mXmtcEZmnEImznUdFkh4rn=w408-h408-k-no","4","false",,"18.9807362","72.8265158","Agripada","Monday","7 AM to 11:30 PM","Tuesday","7 AM to 11:30 PM","Wednesday","7:30 AM to 10:30 PM","Thursday","7 AM to 11:30 PM","Friday","7 AM to 11:30 PM","Saturday","7 AM to 11:30 PM","Sunday","7 AM to 9:30 PM","false",,,"ChIJT2t-P2zP5zsRbpx-k10Jtx0","400011",,"10",,"2",,,,,,"2024-09-22T16:37:15.334Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en","grocery","Maharashtra","Saat Rasta","विन्स मार्ट","false","Vins Mart","5","https://www.google.com/maps/search/?api=1&query=Vins%20Mart&query_place_id=ChIJT2t-P2zP5zsRbpx-k10Jtx0",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,"true",,,,,,,,"true",,,,,,,,,,,,"XR62+5GJ, HP Petrol Pump T And E Car Care Centre, Nepean Sea Rd, Simla Nagar, Malabar Hill, Mumbai, Maharashtra 400026, India","Grocery store",,,,,,,,,,"Grocery store","14688730302825278618","Mumbai","true","IN",,"0x3be7cde21e90e08f:0xcbd8da62dd6aac9a",,"https://lh5.googleusercontent.com/p/AF1QipOkcmFvm7gbW9FWuzj7Uacr9AcxXdxlWJ3ZRkCR=w426-h240-k-no","4","false",,"18.9604687","72.8012694","Simla Nagar, Malabar Hill","Monday","Open 24 hours","Tuesday","Open 24 hours","Wednesday","Open 24 hours","Thursday","Open 24 hours","Friday","Open 24 hours","Saturday","Open 24 hours","Sunday","Open 24 hours","false",,,"ChIJj-CQHuLN5zsRmqxq3WLa2Ms","400026",,"8",,"10",,,,,,"2024-09-22T16:37:15.439Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.81271501915576,16z?hl=en","grocery","Maharashtra","XR62+5GJ, HP Petrol Pump T And E Car Care Centre, Nepean Sea Rd",,"false","Happy Shop","3.6","https://www.google.com/maps/search/?api=1&query=Happy%20Shop&query_place_id=ChIJj-CQHuLN5zsRmqxq3WLa2Ms",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8, Shrikanth Hadkar Marg, Chatai Chawl, Abhyudaya Nagar, Parel, Mumbai, Maharashtra 400033, India","Grocery store",,,,,,,,,,"Grocery store","2378627040636795471","Mumbai","true","IN",,"0x3be7cf1a83694f85:0x210294b0e24b7a4f",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OyxAkF0Kd2OXa3Gt5IdQ7g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=173.63211&pitch=0&thumbfov=100","1","false",,"18.9878701","72.8431956","Chatai Chawl, Abhyudaya Nagar, Parel","Monday","8 AM to 11 PM","Tuesday","8 AM to 11 PM","Wednesday","8 AM to 11 PM","Thursday","8 AM to 11 PM","Friday","8 AM to 11 PM","Saturday","8 AM to 11 PM","Sunday","8 AM to 11 PM","false",,,"ChIJhU9pgxrP5zsRT3pL4rCUAiE","400033",,"3",,"1",,,,,,"2024-09-22T16:37:15.646Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.84705352694807,16z?hl=en","grocery","Maharashtra","8, Shrikanth Hadkar Marg","श्री बालाजी किरण स्टोर","false","Shree Balaji Kirana Store","5","https://www.google.com/maps/search/?api=1&query=Shree%20Balaji%20Kirana%20Store&query_place_id=ChIJhU9pgxrP5zsRT3pL4rCUAiE",
,"false",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,"true",,,,,,,,,,,,,,,,,"Shop Number 7, Dubash Building, Haines Road, Bapurao Jagtap Marg, Byculla (W), Bapurao Jagtap Marg, Municipal Colony, Byculla West, Jacob Circle, Mumbai, Maharashtra 400011, India","Grocery store",,,,,,,,,,"Grocery store","1165767572364435293","Mumbai","true","IN",,"0x3be7ce42daf05bef:0x102da36e39739f5d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Y2OTF9GznzhyZHs1stgY0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=251.00504&pitch=0&thumbfov=100","1","false",,"18.9764593","72.8302121","Municipal Colony, Byculla West, Jacob Circle","Monday","8:30 AM to 9:30 PM","Tuesday","8:30 AM to 9:30 PM","Wednesday","8:30 AM to 9:30 PM","Thursday","8:30 AM to 9:30 PM","Friday","8:30 AM to 9:30 PM","Saturday","8:30 AM to 9:30 PM","Sunday","8:30 AM to 9:30 PM","false","+91 90296 10079","+919029610079","ChIJ71vw2kLO5zsRXZ9zOW6jLRA","400011",,"11",,"12",,,,,,"2024-09-22T16:37:15.334Z","https://www.google.com/maps/search/grocery/@18.98101839007908,72.82988427305192,16z?hl=en","grocery","Maharashtra","Shop Number 7, Dubash Building, Haines Road, Bapurao Jagtap Marg, Byculla (W), Bapurao Jagtap Marg","भायखळा ग्रेन स्टोर","false","Byculla Grain Store","4.7","https://www.google.com/maps/search/?api=1&query=Byculla%20Grain%20Store&query_place_id=ChIJ71vw2kLO5zsRXZ9zOW6jLRA",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,"true",,,,,"true",,,,,"true","true",,,,,,,,,,,"true",,"true",,,,,,,,"true",,,,,,"true",,,,,"true",,,,"Shop No. 1, ground Floor Gautam Niwas Seth Motisha Lane Near Mazgaon Telephone Exchange, Mazgaon, Mumbai, Maharashtra 400010, India","Supermarket","Dry fruit store","Grocery delivery service","Indian grocery store",,,,,,,"Supermarket","10121749108857706337","Mumbai","false","IN",,"0x3be7cff91ca9d075:0x8c77ad2feb171761",,"https://lh5.googleusercontent.com/p/AF1QipOafmYbiSWJ_J13v6POZX5imr6g66b1u0VlZJmc=w531-h240-k-no","4","false",,"18.9711065","72.8392795","Hathibaug, Mazgaon","Monday","9 AM to 9 PM","Tuesday","9 AM to 9 PM","Wednesday","9 AM to 9 PM","Thursday","9 AM to 9 PM","Friday","9 AM to 9 PM","Saturday","9 AM to 9 PM","Sunday","9 AM to 2 PM","false",,,"ChIJddCpHPnP5zsRYRcX6y-td4w","400010",,"6",,"22",,,,,,"2024-09-22T16:37:15.593Z","https://www.google.com/maps/search/grocery/@18.96477430992091,72.82988427305192,16z?hl=en","grocery","Maharashtra","Shop No. 1, ground Floor Gautam Niwas Seth Motisha Lane Near Mazgaon Telephone Exchange","मधुर मार्ट सुपरमार्केट | ग्रोसेरी स्टोर | मजगाओ, भायखला","false","Madhur Mart SuperMarket | Grocery store | Mazgaon, Byculla","4.5","https://www.google.com/maps/search/?api=1&query=Madhur%20Mart%20SuperMarket%20%7C%20Grocery%20store%20%7C%20Mazgaon%2C%20Byculla&query_place_id=ChIJddCpHPnP5zsRYRcX6y-td4w",
